chromosome	position	strand	refGenome	reads	subject	externalSampleID	internalSampleID	cellType	timePoint	estAbund	relAbund	nearestFeature	inFeature	nearestFeatureStrand	inFeatureExon	nearestFeatureDist	nearestOncoFeature	nearestOncoFeatureDist	posid
chr7	130395191	+	hg38	733	p402	402	GTSP3599	PBMC	M21	2	0.13440860215053765	CEP41	TRUE	-	TRUE	-0	MIR29A	481554	chr7+130395191
chr7	144814884	+	hg38	2486	p402	402	GTSP3599	PBMC	M21	2	0.13440860215053765	TPK1	TRUE	-	FALSE	0	TPK1	0	chr7+144814884
chr7	149866596	+	hg38	37	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	ZNF862	TRUE	+	TRUE	-0	GIMAP7	-648259	chr7+149866596
chr7	150323473	+	hg38	2254	p402	402	GTSP3599	PBMC	M21	5	0.33602150537634407	ACTR3C,LRRC61	TRUE	-,+	TRUE	0	GIMAP7	-191382	chr7+150323473
chr7	150377843	+	hg38	4	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	ZNF775	FALSE	+	FALSE	-1472	GIMAP7	-137012	chr7+150377843
chr7	17059340	+	hg38	377	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	AGR3	FALSE	-	FALSE	-177350	TWIST1	2053705	chr7+17059340
chr7	25126116	+	hg38	197	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	CYCS	FALSE	-	FALSE	-754	OSBPL3	-145903	chr7+25126116
chr7	5461466	+	hg38	38	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	FBXL18	FALSE	-	FALSE	14329	ACTB	65678	chr7+5461466
chr7	74311773	+	hg38	289	p402	402	GTSP3599	PBMC	M21	2	0.13440860215053765	CLIP2	TRUE	+	FALSE	0	LIMK1	189247	chr7+74311773
chr7	76327285	+	hg38	6330	p402	402	GTSP3599	PBMC	M21	6	0.4032258064516129	YWHAG	TRUE	-	TRUE	-0	HSPB1	22983	chr7+76327285
chr7	80108650	+	hg38	1176	p402	402	GTSP3599	PBMC	M21	3	0.20161290322580644	GNAI1	FALSE	+	FALSE	-26172	HGF	1590356	chr7+80108650
chr8	102790739	-	hg38	1889	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	GASAL1	FALSE	+	FALSE	-16081	BAALC	-349952	chr8-102790739
chr8	11801837	-	hg38	85	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	FDFT1	TRUE	+	FALSE	0	CTSB	40685	chr8-11801837
chr8	11802094	-	hg38	28	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	FDFT1	TRUE	+	FALSE	0	CTSB	40428	chr8-11802094
chr8	127097021	-	hg38	2556	p402	402	GTSP3599	PBMC	M21	2	0.13440860215053765	PRNCR1	FALSE	+	FALSE	4425	MYC	-638411	chr8-127097021
chr8	140954108	-	hg38	338	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	PTK2	TRUE	-	FALSE	0	PTP4A3	-467278	chr8-140954108
chr8	141087223	-	hg38	612	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	DENND3	FALSE	+	FALSE	-41387	PTP4A3	-334163	chr8-141087223
chr8	17630537	-	hg38	430	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	PDGFRL	TRUE	+	FALSE	-0	PDGFRL	-0	chr8-17630537
chr8	27379319	-	hg38	12	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	PTK2B	TRUE	+	FALSE	0	CLU	217596	chr8-27379319
chr8	27379891	-	hg38	79	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	PTK2B	TRUE	+	FALSE	0	CLU	217024	chr8-27379891
chr8	37882529	-	hg38	384	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	RAB11FIP1	TRUE	-	FALSE	0	EIF4EBP1	-147971	chr8-37882529
chr8	6624813	-	hg38	235	p402	402	GTSP3599	PBMC	M21	2	0.13440860215053765	MCPH1,MCPH1-AS1	TRUE	+,-	FALSE	0	MCPH1	-0	chr8-6624813
chr8	84395614	-	hg38	82	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	RALYL	TRUE	+	FALSE	0	WWP1	-1947149	chr8-84395614
chr8	112757399	+	hg38	13	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	CSMD3	TRUE	-	FALSE	-0	CSMD3	-0	chr8+112757399
chr8	120858586	+	hg38	2	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	SNTB1	FALSE	-	FALSE	-46516	HAS2	754443	chr8+120858586
chr8	125508729	+	hg38	2	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	TRIB1	FALSE	+	FALSE	70323	RNF139	1020110	chr8+125508729
chr8	129547394	+	hg38	189	p402	402	GTSP3599	PBMC	M21	2	0.13440860215053765	CCDC26	TRUE	-	FALSE	0	PVT1	1446140	chr8+129547394
chr8	133082253	+	hg38	6	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	TG,SLA	TRUE	+,-	FALSE	0	NDRG1	154916	chr8+133082253
chr8	134833184	+	hg38	1508	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	NCRNA00250	FALSE	+	FALSE	-4883	NDRG1	-1535879	chr8+134833184
chr8	137650531	+	hg38	41	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	LOC401478	FALSE	-	FALSE	158911	PTP4A3	-3770855	chr8+137650531
chr8	143017003	+	hg38	687	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	LY6E-DT	TRUE	-	FALSE	0	LY6E	-1480	chr8+143017003
chr8	24295377	+	hg38	339	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	ADAM28	TRUE	+	FALSE	0	NKX3-1	-612439	chr8+24295377
chr8	37703683	+	hg38	180	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	ZNF703	FALSE	+	FALSE	3661	EIF4EBP1	-326817	chr8+37703683
chr8	38091012	+	hg38	877	p402	402	GTSP3599	PBMC	M21	2	0.13440860215053765	ASH2L	FALSE	+	FALSE	-14479	EIF4EBP1	30646	chr8+38091012
chr8	51897476	+	hg38	1227	p402	402	GTSP3599	PBMC	M21	2	0.13440860215053765	PCMTD1	TRUE	-	FALSE	0	RB1CC1	724980	chr8+51897476
chr8	67055208	+	hg38	33	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	COPS5	TRUE	-	FALSE	0	MYBL1	-441958	chr8+67055208
chr8	82057139	+	hg38	44	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	SNX16	FALSE	-	FALSE	-214852	TPD52	-1885479	chr8+82057139
chr9	112255543	-	hg38	837	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	PTBP3	TRUE	-	FALSE	-0	BSPRY	-1093987	chr9-112255543
chr9	121508956	-	hg38	1454	p402	402	GTSP3599	PBMC	M21	4	0.2688172043010753	GGTA1P	FALSE	-	FALSE	-8928	GGTA1P	-8928	chr9-121508956
chr9	125190742	-	hg38	278	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	PPP6C	FALSE	-	FALSE	-802	HSPA5	44104	chr9-125190742
chr9	126470934	-	hg38	9	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	MVB12B	TRUE	+	FALSE	-0	PBX3	503556	chr9-126470934
chr9	127804102	-	hg38	4574	p402	402	GTSP3599	PBMC	M21	5	0.33602150537634407	FPGS	TRUE	+	FALSE	0	SPTAN1	-748454	chr9-127804102
chr9	129458348	-	hg38	3904	p402	402	GTSP3599	PBMC	M21	2	0.13440860215053765	LINC00963	FALSE	+	FALSE	-30310	PRRX2	-207291	chr9-129458348
chr9	129459974	-	hg38	2686	p402	402	GTSP3599	PBMC	M21	2	0.13440860215053765	LINC00963	FALSE	+	FALSE	-28684	PRRX2	-205665	chr9-129459974
chr9	134171438	-	hg38	664	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	RNU6ATAC	FALSE	-	FALSE	-6873	BRD3	-103418	chr9-134171438
chr9	134551862	-	hg38	30	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	COL5A1	FALSE	+	FALSE	-89941	BRD3	-483842	chr9-134551862
chr9	135969258	-	hg38	8	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	UBAC1	FALSE	-	FALSE	-7877	PAEP	402481	chr9-135969258
chr9	136655457	-	hg38	11	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	HSPC324	TRUE	-	FALSE	0	NOTCH1	-109670	chr9-136655457
chr9	137277549	-	hg38	3	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	TOR4A	FALSE	+	FALSE	-277	EHMT1	-341441	chr9-137277549
chr9	20377811	-	hg38	8461	p402	402	GTSP3599	PBMC	M21	3	0.20161290322580644	MLLT3	TRUE	-	FALSE	-0	MLLT3	-0	chr9-20377811
chr9	20409465	-	hg38	1032	p402	402	GTSP3599	PBMC	M21	2	0.13440860215053765	MLLT3	TRUE	-	FALSE	-0	MLLT3	-0	chr9-20409465
chr9	33813954	-	hg38	2	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	UBE2R2	FALSE	+	FALSE	-3228	BAG1	-549192	chr9-33813954
chr9	3529484	-	hg38	139	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	RFX3	FALSE	-	FALSE	-3482	JAK2	-1455600	chr9-3529484
chr9	35638908	-	hg38	191	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	LOC101926948	FALSE	+	FALSE	-7360	RMRP	18841	chr9-35638908
chr9	6091047	-	hg38	1297	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	RANBP6	FALSE	-	FALSE	-75406	UHRF2	-322102	chr9-6091047
chr9	63813351	-	hg38	2	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	LINC00537	TRUE	+	TRUE	0	TJP2	-5307911	chr9-63813351
chr9	72971194	-	hg38	2268	p402	402	GTSP3599	PBMC	M21	2	0.13440860215053765	ALDH1A1	FALSE	-	FALSE	-17876	ANXA1	-180535	chr9-72971194
chr9	76629454	-	hg38	2858	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	PRUNE2	TRUE	-	FALSE	-0	GNAQ	1086818	chr9-76629454
chr9	8698250	-	hg38	25	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	PTPRD	TRUE	-	FALSE	-0	PTPRD	-0	chr9-8698250
chr9	87603147	-	hg38	1167	p402	402	GTSP3599	PBMC	M21	2	0.13440860215053765	DAPK1	TRUE	+	FALSE	-0	DAPK1	-0	chr9-87603147
chr9	114938940	+	hg38	2077	p402	402	GTSP3599	PBMC	M21	2	0.13440860215053765	TNFSF8	FALSE	-	FALSE	-8344	TNC	80633	chr9+114938940
chr9	123033020	+	hg38	110	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	RABGAP1	TRUE	+	FALSE	-0	CRB2	-323145	chr9+123033020
chr9	124257075	+	hg38	10	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	NEK6	FALSE	+	FALSE	-529	CRB2	876739	chr9+124257075
chr9	124260485	+	hg38	46	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	NEK6,LOC613206	TRUE	+,-	FALSE	-0	CRB2	880149	chr9+124260485
chr9	126468891	+	hg38	40	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	MVB12B	TRUE	+	FALSE	-0	PBX3	501513	chr9+126468891
chr9	130043623	+	hg38	4	p402	402	GTSP3599	PBMC	M21	2	0.13440860215053765	FNBP1	FALSE	-	FALSE	-428	FNBP1	-428	chr9+130043623
chr9	134285898	+	hg38	2033	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	LINC02247	FALSE	-	FALSE	8031	BRD3	-217878	chr9+134285898
chr9	136547162	+	hg38	9	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	NALT1	FALSE	+	FALSE	-678	NOTCH1	-1375	chr9+136547162
chr9	136617993	+	hg38	27	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	LINC01451	FALSE	-	FALSE	-811	NOTCH1	-72206	chr9+136617993
chr9	136620719	+	hg38	3610	p402	402	GTSP3599	PBMC	M21	4	0.2688172043010753	LINC01451	FALSE	-	FALSE	-3537	NOTCH1	-74932	chr9+136620719
chr9	136621304	+	hg38	4	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	LINC01451	FALSE	-	FALSE	-4122	NOTCH1	-75517	chr9+136621304
chr9	21078202	+	hg38	1905	p402	402	GTSP3599	PBMC	M21	8	0.5376344086021506	IFNB1	FALSE	-	FALSE	-238	MLLT3	-455658	chr9+21078202
chr9	21080853	+	hg38	1444	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	IFNB1	FALSE	-	FALSE	-2889	MLLT3	-458309	chr9+21080853
chr9	35023135	+	hg38	5	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	C9orf131	FALSE	+	FALSE	-17958	FANCG	50701	chr9+35023135
chr9	35924231	+	hg38	49	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	SPAAR	FALSE	+	FALSE	12610	RMRP	-266212	chr9+35924231
chr9	62802276	+	hg38	62	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	LINC01410	TRUE	+	FALSE	0	TJP2	-6318986	chr9+62802276
chr9	72971191	+	hg38	453	p402	402	GTSP3599	PBMC	M21	2	0.13440860215053765	ALDH1A1	FALSE	-	FALSE	-17873	ANXA1	-180538	chr9+72971191
chr9	73000729	+	hg38	1316	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	ALDH1A1	FALSE	-	FALSE	-47411	ANXA1	-151000	chr9+73000729
chr9	76615738	+	hg38	3971	p402	402	GTSP3599	PBMC	M21	5	0.33602150537634407	PRUNE2	TRUE	-	FALSE	-0	GNAQ	1100534	chr9+76615738
chr9	93096915	+	hg38	3972	p402	402	GTSP3599	PBMC	M21	4	0.2688172043010753	CARD19	TRUE	+	FALSE	0	SUSD3	11776	chr9+93096915
chr9	97921844	+	hg38	1335	p402	402	GTSP3599	PBMC	M21	2	0.13440860215053765	TRMO	TRUE	-	FALSE	0	ANP32B	-61361	chr9+97921844
chrX	110793342	-	hg38	354	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	CHRDL1	TRUE	-	FALSE	0	TDGF1P3	270320	chrX-110793342
chrX	15856918	-	hg38	276	p402	402	GTSP3599	PBMC	M21	4	0.2688172043010753	AP1S2	FALSE	-	FALSE	-1903	GRPR	-266381	chrX-15856918
chrX	24281873	-	hg38	628	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	SUPT20HL2	FALSE	-	FALSE	26340	EIF1AX	-4140024	chrX-24281873
chrX	40173456	-	hg38	1462	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	BCOR	TRUE	-	FALSE	0	BCOR	0	chrX-40173456
chrX	41332665	-	hg38	30	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	DDX3X	FALSE	+	FALSE	-641	BCOR	-1155335	chrX-41332665
chrX	45758245	-	hg38	94	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	MIR222	FALSE	-	FALSE	-11120	MIR222	-11120	chrX-45758245
chrX	46687933	-	hg38	21	p402	402	GTSP3599	PBMC	M21	2	0.13440860215053765	SLC9A7	TRUE	-	FALSE	0	CDK16	-530194	chrX-46687933
chrX	68684152	-	hg38	193	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	STARD8	TRUE	+	FALSE	0	STARD8	0	chrX-68684152
chrX	124384638	+	hg38	47	p402	402	GTSP3599	PBMC	M21	3	0.20161290322580644	TENM1	TRUE	-	TRUE	-0	STAG2	281981	chrX+124384638
chrX	127754055	+	hg38	2180	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	ACTRT1	FALSE	-	FALSE	296905	ELF4	2310863	chrX+127754055
chrX	129952936	+	hg38	26	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	UTP14A	FALSE	+	FALSE	23173	ELF4	111982	chrX+129952936
chrX	131895973	+	hg38	1861	p402	402	GTSP3599	PBMC	M21	5	0.33602150537634407	FIRRE	FALSE	-	FALSE	-65329	GPC3	1639770	chrX+131895973
chrX	4713591	+	hg38	13	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	LOC101928201	FALSE	-	FALSE	-80018	P2RY8	-3176446	chrX+4713591
chrX	53714205	+	hg38	140	p402	402	GTSP3599	PBMC	M21	1	0.06720430107526883	HUWE1	FALSE	-	FALSE	-27475	KDM5C	-488782	chrX+53714205
chr1	100626163	-	hg38	210	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LINC01349	FALSE	-	FALSE	884	COL11A1	2250302	chr1-100626163
chr1	101259459	-	hg38	3	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	S1PR1	FALSE	+	FALSE	17938	COL11A1	1617006	chr1-101259459
chr1	108049487	-	hg38	35	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	VAV3-AS1	FALSE	+	FALSE	54879	VAV3	-84563	chr1-108049487
chr1	109040701	-	hg38	19	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	WDR47	TRUE	-	FALSE	0	PSMA5	358328	chr1-109040701
chr1	111203617	-	hg38	126	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	DENND2D	TRUE	-	FALSE	0	WDR77	236271	chr1-111203617
chr1	112956831	-	hg38	115	p404	404	GTSP3603	PBMC	M24	3	0.13321492007104796	SLC16A1-AS1	TRUE	+	TRUE	0	SLC16A1	-477	chr1-112956831
chr1	114757765	-	hg38	242	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	CSDE1	TRUE	-	FALSE	0	NRAS	-40870	chr1-114757765
chr1	118185129	-	hg38	90	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	SPAG17	TRUE	-	TRUE	0	VTCN1	-974168	chr1-118185129
chr1	120015075	-	hg38	3	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	NOTCH2	TRUE	-	FALSE	0	NOTCH2	0	chr1-120015075
chr1	12012310	-	hg38	122	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	MFN2	TRUE	+	TRUE	-0	TNFRSF8	-51065	chr1-12012310
chr1	12157831	-	hg38	109	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	MIR7846	FALSE	+	FALSE	-9110	TNFRSF1B	-9170	chr1-12157831
chr1	145996507	-	hg38	66	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	TXNIP	TRUE	-	TRUE	0	PIAS3	-137425	chr1-145996507
chr1	150563137	-	hg38	15	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	ADAMTSL4-AS1	TRUE	-	TRUE	-0	MCL1	11412	chr1-150563137
chr1	150566656	-	hg38	201	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	ADAMTSL4-AS1	TRUE	-	FALSE	-0	MCL1	7893	chr1-150566656
chr1	150765631	-	hg38	69	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	CTSS	TRUE	-	FALSE	0	ARNT	44072	chr1-150765631
chr1	153516775	-	hg38	318	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	S100A6	FALSE	-	FALSE	17823	S100A7	-56113	chr1-153516775
chr1	153546636	-	hg38	92	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LOC101928034	TRUE	+	FALSE	0	S100A14	67617	chr1-153546636
chr1	154421445	-	hg38	23	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	IL6R	TRUE	+	FALSE	0	TPM3	-229309	chr1-154421445
chr1	155166353	-	hg38	106	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	KRTCAP2	FALSE	-	FALSE	3053	MUC1	19469	chr1-155166353
chr1	156502053	-	hg38	3	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	MEF2D	FALSE	-	FALSE	-1210	MEF2D	-1210	chr1-156502053
chr1	159911710	-	hg38	33	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	TAGLN2	FALSE	-	FALSE	6395	IGSF8	179627	chr1-159911710
chr1	16889777	-	hg38	8	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LOC105376805	FALSE	-	FALSE	-110	SDHB	128943	chr1-16889777
chr1	169040389	-	hg38	10	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LINC00970	TRUE	-	FALSE	0	DPT	-311184	chr1-169040389
chr1	172145822	-	hg38	438	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	DNM3	TRUE	+	FALSE	-0	TNFSF18	895396	chr1-172145822
chr1	172745605	-	hg38	175	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	FASLG	FALSE	+	FALSE	78731	TNFSF18	295613	chr1-172745605
chr1	1782762	-	hg38	144	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	GNB1	FALSE	-	FALSE	2521	CDK11A	-58196	chr1-1782762
chr1	182260441	-	hg38	132	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LINC01344	TRUE	-	FALSE	0	DHX9	-578861	chr1-182260441
chr1	18948983	-	hg38	90	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	IFFO2	TRUE	-	FALSE	0	PAX7	200116	chr1-18948983
chr1	192478823	-	hg38	322	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	RGS1	FALSE	+	FALSE	-96902	RGS1	-96902	chr1-192478823
chr1	202617180	-	hg38	52	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	SYT2	TRUE	-	FALSE	-0	LGR6	297418	chr1-202617180
chr1	202860229	-	hg38	168	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LOC148709	FALSE	+	FALSE	-1523	ADIPOR1	80594	chr1-202860229
chr1	203283966	-	hg38	295	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LINC01353	FALSE	+	FALSE	-3184	BTG2	-21568	chr1-203283966
chr1	205214903	-	hg38	195	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	DSTYK	FALSE	-	FALSE	-3303	RBBP5	-92880	chr1-205214903
chr1	206558654	-	hg38	64	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	RASSF5	TRUE	+	FALSE	-0	MAPKAPK2	-126364	chr1-206558654
chr1	207907718	-	hg38	5563	p404	404	GTSP3603	PBMC	M24	24	1.0657193605683837	CD34	TRUE	-	FALSE	0	CD46	112201	chr1-207907718
chr1	226128474	-	hg38	422	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	ACBD3	FALSE	-	FALSE	16203	H3F3A	56471	chr1-226128474
chr1	226643720	-	hg38	186	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	ITPKB	TRUE	-	FALSE	-0	PSEN2	-226850	chr1-226643720
chr1	228162105	-	hg38	150	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	IBA57-AS1	FALSE	-	FALSE	1979	OBSCN	-46023	chr1-228162105
chr1	234962310	-	hg38	16	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LOC101927851	TRUE	-	FALSE	0	RBM34	168871	chr1-234962310
chr1	235015706	-	hg38	10	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LINC01348	FALSE	-	FALSE	49766	RBM34	115475	chr1-235015706
chr1	239515083	-	hg38	835	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	CHRM3	TRUE	+	FALSE	0	FH	1982472	chr1-239515083
chr1	241551968	-	hg38	137	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	KMO	TRUE	+	FALSE	0	FH	-32182	chr1-241551968
chr1	246781596	-	hg38	46	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LINC01341	FALSE	+	FALSE	-8019	SMYD3	-274253	chr1-246781596
chr1	246803529	-	hg38	6	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LINC01341	FALSE	+	FALSE	12042	SMYD3	-296186	chr1-246803529
chr1	247542621	-	hg38	9	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	GCSAML	TRUE	+	FALSE	-0	SMYD3	-1035278	chr1-247542621
chr1	25019855	-	hg38	50	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	MIR4425	FALSE	+	FALSE	-3646	RUNX3	-54844	chr1-25019855
chr1	25023696	-	hg38	145	p404	404	GTSP3603	PBMC	M24	4	0.17761989342806395	MIR4425	FALSE	+	FALSE	109	RUNX3	-58685	chr1-25023696
chr1	27137702	-	hg38	40	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	SLC9A1	TRUE	-	FALSE	0	MAP3K6	217475	chr1-27137702
chr1	28328747	-	hg38	75	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	MED18	FALSE	+	FALSE	-253	RPA2	-413949	chr1-28328747
chr1	2843682	-	hg38	353	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	TTC34	FALSE	-	FALSE	-54016	PRDM16	-225494	chr1-2843682
chr1	29195482	-	hg38	306	p404	404	GTSP3603	PBMC	M24	3	0.13321492007104796	MECR	TRUE	-	FALSE	-0	PTPRU	-41032	chr1-29195482
chr1	3172725	-	hg38	171	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	PRDM16	TRUE	+	FALSE	0	PRDM16	0	chr1-3172725
chr1	3174949	-	hg38	45	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	PRDM16	TRUE	+	FALSE	0	PRDM16	0	chr1-3174949
chr1	3175295	-	hg38	3	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	PRDM16	TRUE	+	FALSE	0	PRDM16	0	chr1-3175295
chr1	32252379	-	hg38	580	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	LCK	TRUE	+	FALSE	0	LCK	0	chr1-32252379
chr1	33100383	-	hg38	307	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	AZIN2	TRUE	+	FALSE	0	TRIM62	45017	chr1-33100383
chr1	43834294	-	hg38	5	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	ST3GAL3	TRUE	+	FALSE	-0	CDC20	471090	chr1-43834294
chr1	44408490	-	hg38	3	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	RNF220	TRUE	+	FALSE	0	RNF220	0	chr1-44408490
chr1	47211434	-	hg38	297	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	TAL1	FALSE	-	FALSE	4854	TAL1	4854	chr1-47211434
chr1	52801891	-	hg38	22	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	ZYG11B	TRUE	+	TRUE	-0	EPS15	-1282567	chr1-52801891
chr1	66340690	-	hg38	316	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	PDE4B	TRUE	+	FALSE	-0	MIER1	-584203	chr1-66340690
chr1	6743657	-	hg38	7	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LINC01672	FALSE	+	FALSE	13644	CAMTA1	-41665	chr1-6743657
chr1	67694387	-	hg38	53	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	GADD45A	FALSE	+	FALSE	6048	GADD45A	6048	chr1-67694387
chr1	68777696	-	hg38	305	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	DEPDC1-AS1	FALSE	+	FALSE	239068	DIRAS3	-726064	chr1-68777696
chr1	8417406	-	hg38	86	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	RERE	TRUE	-	FALSE	-0	RERE	-0	chr1-8417406
chr1	84301550	-	hg38	87	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	SAMD13	TRUE	+	FALSE	0	BCL10	964224	chr1-84301550
