chromosome	position	strand	refGenome	reads	subject	externalSampleID	internalSampleID	cellType	timePoint	estAbund	relAbund	nearestFeature	inFeature	nearestFeatureStrand	inFeatureExon	nearestFeatureDist	nearestOncoFeature	nearestOncoFeatureDist
chr7	73475718	+	hg38	3	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	BAZ1B	TRUE	-	FALSE	-0	BCL7B	60633
chr7	93299596	+	hg38	4	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	VPS50	TRUE	+	FALSE	-0	CALCR	124889
chr8	143638398	-	hg38	69	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	ZNF623	TRUE	+	FALSE	0	MAFA	-207965
chr8	143761862	-	hg38	512	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	LOC105375800	FALSE	-	FALSE	-1353	MAFA	-331429
chr8	144449594	-	hg38	2	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	CYHR1	TRUE	-	TRUE	-0	RECQL4	61688
chr8	144494506	-	hg38	27	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	PPP1R16A	TRUE	+	FALSE	-0	RECQL4	16776
chr8	28102782	-	hg38	7	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	ELP3	TRUE	+	FALSE	0	CLU	-487970
chr8	31130446	-	hg38	381	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	WRN	TRUE	+	FALSE	-0	WRN	-0
chr8	67104425	-	hg38	11	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	CSPP1	TRUE	+	FALSE	0	MYBL1	-491175
chr8	67280763	-	hg38	32	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	ARFGEF1	TRUE	-	FALSE	0	MYBL1	-667513
chr8	67291381	-	hg38	114	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	ARFGEF1	TRUE	-	FALSE	0	MYBL1	-678131
chr8	76986153	-	hg38	40	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	PEX2	TRUE	-	FALSE	-0	IL7	1746617
chr8	99887109	-	hg38	172	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	COX6C	TRUE	-	FALSE	0	COX6C	0
chr8	102294206	+	hg38	133	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	UBR5	TRUE	-	FALSE	-0	BAALC	-846485
chr8	124346742	+	hg38	203	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	TMEM65	TRUE	-	FALSE	0	RNF139	-128023
chr8	143176929	+	hg38	45	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	LY6H	FALSE	-	FALSE	-16292	GLI4	-90506
chr8	144307207	+	hg38	1	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	HSF1	TRUE	+	FALSE	-0	BOP1	-15768
chr8	38301007	+	hg38	11	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	NSD3	TRUE	-	FALSE	-0	NSD3	-0
chr8	38949316	+	hg38	2	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	PLEKHA2	TRUE	+	FALSE	-0	PLEKHA2	-0
chr8	47809600	+	hg38	258	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	PRKDC	TRUE	-	FALSE	-0	SNAI2	1108075
chr8	67073763	+	hg38	11	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	CSPP1	TRUE	+	FALSE	0	MYBL1	-460513
chr8	90042642	+	hg38	17	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	DECR1	TRUE	+	FALSE	-0	NBN	-57917
chr9	130069082	-	hg38	12	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	GPR107	TRUE	+	FALSE	0	FNBP1	-25887
chr9	132332350	-	hg38	10	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	SETX	TRUE	-	FALSE	0	TSC1	558996
chr9	137636684	-	hg38	439	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	EHMT1	TRUE	+	FALSE	0	EHMT1	0
chr9	137656046	-	hg38	2	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	EHMT1	TRUE	+	FALSE	0	EHMT1	0
chr9	15481358	-	hg38	1	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	PSIP1	TRUE	-	FALSE	-0	PSIP1	-0
chr9	19298917	-	hg38	33	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	DENND4C	TRUE	+	FALSE	0	MLLT3	1042746
chr9	41080629	-	hg38	301	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	PGM5P2	FALSE	-	FALSE	-6003	PAX5	-4046149
chr9	65732097	-	hg38	1	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	CBWD5	TRUE	+	FALSE	-0	TJP2	-3389165
chr9	71929755	-	hg38	451	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	C9orf85	TRUE	+	FALSE	0	ANXA1	-1221974
chr9	93457644	-	hg38	1	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	FAM120A	TRUE	+	FALSE	0	WNK2	137071
chr9	106990493	+	hg38	25	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	ZNF462,LOC340512	TRUE	+,-	FALSE	0	RAD23B	-292741
chr9	121186932	+	hg38	28	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	RAB14	TRUE	-	FALSE	-0	CNTRL	9321
chr9	121191456	+	hg38	357	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	RAB14	TRUE	-	FALSE	0	GSN	-10025
chr9	125160587	+	hg38	43	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	PPP6C	TRUE	-	FALSE	-0	HSPA5	74259
chr9	128015624	+	hg38	3	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	FAM102A	FALSE	-	FALSE	-35090	SPTAN1	-536932
chr9	131147789	+	hg38	232	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	NUP214	TRUE	+	FALSE	0	NUP214	0
chr9	132681461	+	hg38	3	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	GTF3C4	TRUE	+	FALSE	0	TSC1	209885
chr9	136425817	+	hg38	2	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	PMPCA	FALSE	+	FALSE	2055	NOTCH1	68614
chr9	136902402	+	hg38	1	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	TRAF2	TRUE	+	FALSE	0	MAMDC4	41602
chr9	136924283	+	hg38	16	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	TRAF2	TRUE	+	FALSE	-0	MAMDC4	63483
chr9	137654658	+	hg38	467	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	EHMT1	TRUE	+	FALSE	0	EHMT1	0
chr9	2756932	+	hg38	28	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	KCNV2	FALSE	+	FALSE	26894	JAK2	-2228152
chr9	33933886	+	hg38	264	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	UBAP2	TRUE	-	FALSE	-0	BAG1	-669124
chr9	60529638	+	hg38	2	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	SPATA31A5	FALSE	+	FALSE	-384767	TJP2	-8591624
chr9	63077092	+	hg38	1	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	LOC286297	FALSE	-	FALSE	35309	TJP2	-6044170
chr9	93867942	+	hg38	2	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	MIR4291	FALSE	+	FALSE	48520	WNK2	547369
chrX	109692823	-	hg38	22	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	ACSL4	TRUE	-	FALSE	0	TDGF1P3	-827487
chrX	119673924	-	hg38	9	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	SEPT6	TRUE	-	FALSE	0	SEPT6	0
chrX	13167227	-	hg38	718	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	LINC02154	FALSE	-	FALSE	98819	EGFL6	-402346
chrX	136874972	-	hg38	1	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	RBMX	TRUE	-	FALSE	-0	FGF13	1756599
chrX	139895023	-	hg38	4	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	ATP11C	TRUE	-	FALSE	0	MCF2	-186800
chrX	154089402	-	hg38	681	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	MECP2	TRUE	-	FALSE	0	NAA10	-154247
chrX	71436890	-	hg38	395	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	TAF1	TRUE	+	FALSE	0	NONO	135721
chrX	75150285	-	hg38	628	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	ABCB7	TRUE	-	FALSE	0	MAGEE1	-1277366
chrX	134490642	+	hg38	185	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	HPRT1	TRUE	+	FALSE	-0	PHF6	61849
chrX	18730938	+	hg38	1	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	PPEF1	TRUE	+	FALSE	0	EIF1AX	1393578
chrX	71548957	+	hg38	2	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	OGT	TRUE	+	FALSE	0	CXCR3	66957
chrX	75056617	+	hg38	444	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	ABCB7	TRUE	-	FALSE	-0	MAGEE1	-1371034
chrX	75117864	+	hg38	3	C1_Bottom	xxx	GTSP5388	T-CELLS	1	1	0.17452006980802792	ABCB7	TRUE	-	FALSE	0	MAGEE1	-1309787
chr1	151270347	+	hg38	1	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	PSMD4	FALSE	+	FALSE	2867	RFX5	70291
chr1	160562791	+	hg38	2230	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	CD84	TRUE	-	FALSE	0	SLAMF6	-39528
chr1	26240693	+	hg38	21	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	CEP85	TRUE	+	FALSE	0	CD52	-77225
chr10	72338130	-	hg38	24	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	DNAJB12	TRUE	-	FALSE	-0	PSAP	-486754
chr10	133405547	+	hg38	347	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	MTG1	TRUE	+	FALSE	0	BNIP3	-1423533
chr11	108217562	+	hg38	6331	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	NPAT	TRUE	-	FALSE	0	ATM	-5268
chr11	129139181	+	hg38	6348	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	ARHGAP32	TRUE	-	FALSE	0	FLI1	325913
chr11	65878316	+	hg38	313	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	CTSW	FALSE	+	FALSE	-1495	FOSL1	13818
chr12	873140	-	hg38	5191	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	WNK1	TRUE	+	FALSE	-0	RAD52	38594
chr12	122563599	+	hg38	265	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	KNTC1	TRUE	+	FALSE	0	DENR	-189220
chr12	57506140	+	hg38	16	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	MARS	TRUE	+	FALSE	-0	MARS	-0
chr13	106556420	+	hg38	1843	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	ARGLU1	TRUE	-	FALSE	0	TNFSF13B	-1713207
chr13	99210929	+	hg38	1	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	UBAC2	TRUE	+	FALSE	0	RAP2A	1742930
chr16	67708371	+	hg38	5351	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	GFOD2	TRUE	-	FALSE	0	NFATC3	-376993
chr17	81589202	-	hg38	5678	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	NPLOC4	TRUE	-	FALSE	-0	MAFG	329065
chr17	82068057	-	hg38	444	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	2	3.9215686274509802	DUS1L	FALSE	-	FALSE	-2235	RAC3	33852
chr17	51014223	+	hg38	251	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	SPAG9	TRUE	-	FALSE	-0	COL1A1	-812583
chr17	625557	+	hg38	50	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	VPS53	TRUE	-	FALSE	0	FAM57A	-106987
chr18	20969106	-	hg38	1488	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	ROCK1	TRUE	-	FALSE	-0	GATA6	-1200329
chr19	10558264	-	hg38	2	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	KRI1	TRUE	-	FALSE	-0	CDKN2D	8196
chr19	16640676	+	hg38	551	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	SMIM7	FALSE	-	FALSE	5470	EPS15L1	-168663
chr19	17159944	+	hg38	1794	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	MYO9B	TRUE	+	FALSE	-0	NR2F6	71939
chr2	203257815	-	hg38	1646	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	CYP20A1	TRUE	+	FALSE	0	RAPH1	175865
chr2	127491409	+	hg38	1224	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	IWS1	TRUE	-	FALSE	-0	ERCC3	-197232
chr2	186209898	+	hg38	35	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	LINC01473	FALSE	-	FALSE	-123580	DIRC1	2523838
chr2	196675499	+	hg38	6324	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	CCDC150	TRUE	+	FALSE	0	ANKRD44	311161
chr2	241325578	+	hg38	36	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	SEPT2	TRUE	+	FALSE	0	SEPT2	0
chr2	95856995	+	hg38	65	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	ANKRD36C	TRUE	-	FALSE	-0	DUSP2	286172
chr2	97512867	+	hg38	2	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	ANKRD36B	TRUE	-	FALSE	-0	CNNM4	700975
chr20	53662538	-	hg38	16	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	LOC105372672	FALSE	+	FALSE	27947	ZNF217	-79440
chr21	46460630	-	hg38	6	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	DIP2A	TRUE	+	FALSE	0	S100B	137986
chr21	36339972	+	hg38	2230	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	MORC3	TRUE	+	FALSE	0	DOPEY2	45697
chr22	19858347	+	hg38	3673	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	GNB1L	FALSE	-	FALSE	-3407	SEPT5	135024
chr22	21606583	+	hg38	8	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	UBE2L3	TRUE	+	FALSE	-0	MAPK1	153072
chr3	58388475	-	hg38	870	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	PXK	TRUE	+	FALSE	-0	DNASE1L3	-177471
chr3	125327764	+	hg38	210	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	ZNF148	TRUE	-	FALSE	0	MUC13	-393012
chr3	141577609	+	hg38	79	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	RASA2	TRUE	+	FALSE	-0	RNF7	-160598
chr3	17402189	+	hg38	4610	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	TBC1D5	TRUE	-	FALSE	-0	SATB1	943197
chr4	141465265	-	hg38	651	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	LINC02432	FALSE	-	FALSE	-132647	USP38	-1719650
chr4	775859	-	hg38	5052	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	LOC100129917	FALSE	-	FALSE	4288	GAK	73414
chr4	168221181	+	hg38	2895	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	DDX60	TRUE	-	FALSE	-0	NPY1R	-4888385
chr4	78865896	+	hg38	2	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	BMP2K	TRUE	+	FALSE	-0	FGF5	-1400690
chr5	75415596	+	hg38	109	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	COL4A3BP	TRUE	-	FALSE	-0	HMGCR	53494
chr6	43597748	-	hg38	19	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	POLH	TRUE	+	TRUE	0	POLH	0
chr6	32979240	+	hg38	32	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	BRD2	TRUE	+	FALSE	-0	BRD2	-0
chr6	35145409	+	hg38	7	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	TCP11	FALSE	-	FALSE	-3998	PPARD	-197147
chr8	143446610	-	hg38	4149	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	ZC3H3	TRUE	-	FALSE	-0	MAFA	-16177
chr8	144483255	-	hg38	688	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	PPP1R16A	TRUE	+	FALSE	0	RECQL4	28027
chr9	133136183	+	hg38	35	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	RALGDS	TRUE	-	FALSE	0	RALGDS	0
chrX	63513069	+	hg38	11	LF2_Bottom	xxx	GTSP5397	T-CELLS	1	1	1.9607843137254901	LINC01278	TRUE	-	FALSE	0	AMER1	672046
chr1	153953673	-	hg38	32	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	CRTC2	TRUE	-	FALSE	0	CRTC2	0
chr1	154618492	-	hg38	6	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	ADAR	TRUE	-	FALSE	0	SHC1	343804
chr1	154952660	-	hg38	64	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	PBXIP1	TRUE	-	FALSE	0	SHC1	9636
chr1	155378389	-	hg38	3	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	ASH1L	TRUE	-	TRUE	-0	THBS3	-170407
chr1	157658805	-	hg38	5	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	FCRL3	FALSE	-	FALSE	17674	FCRL4	-60724
chr1	15905136	-	hg38	4	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	SPEN	TRUE	+	FALSE	-0	EPHA2	219199
chr1	161338879	-	hg38	29	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	SDHC	TRUE	+	FALSE	0	SDHC	0
chr1	180810763	-	hg38	1331	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	XPR1	TRUE	+	FALSE	-0	ABL2	-1581078
chr1	182866103	-	hg38	4	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	DHX9	TRUE	+	FALSE	-0	DHX9	-0
chr1	186332916	-	hg38	21	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	TPR	TRUE	-	FALSE	-0	TPR	-0
chr1	1888054	-	hg38	4	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	GNB1	TRUE	-	FALSE	0	CDK11A	-163488
chr1	20954120	-	hg38	16	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	EIF4G3	TRUE	-	FALSE	-0	CDA	335211
chr1	21058999	-	hg38	6	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	EIF4G3	TRUE	-	FALSE	0	CDA	440090
chr1	217622986	-	hg38	18	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	GPATCH2	TRUE	-	FALSE	0	ESRRG	-485230
chr1	23062891	-	hg38	1	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	KDM1A	TRUE	+	FALSE	-0	E2F2	443535
chr1	23309141	-	hg38	16	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	HNRNPR	TRUE	-	TRUE	-0	E2F2	197285
chr1	23970199	-	hg38	2	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	SRSF10	TRUE	-	TRUE	-0	CNR2	-56871
chr1	27329629	-	hg38	20	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	TMEM222	TRUE	+	FALSE	-0	MAP3K6	25548
chr1	27418226	-	hg38	152	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	WASF2	TRUE	-	FALSE	-0	WASF2	-0
chr1	28061104	-	hg38	41	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	EYA3	TRUE	-	FALSE	0	RPA2	-146306
chr1	35387781	-	hg38	84	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	ZMYM4	TRUE	+	FALSE	-0	SFPQ	-194635
chr1	36232472	-	hg38	162	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	THRAP3	TRUE	+	FALSE	0	THRAP3	0
chr1	40705008	-	hg38	176	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	NFYC	TRUE	+	FALSE	0	CITED4	156046
chr1	42195206	-	hg38	186	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	FOXJ3	TRUE	-	FALSE	-0	HIVEP3	-159280
chr1	46588293	-	hg38	13	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	MKNK1	TRUE	-	FALSE	0	TSPAN1	402330
chr1	52468433	-	hg38	22	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	ZCCHC11	TRUE	-	FALSE	-0	EPS15	-949109
chr1	55110184	-	hg38	66	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	USP24	TRUE	-	TRUE	-0	USP24	-0
chr1	6822580	-	hg38	489	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	CAMTA1	TRUE	+	FALSE	0	CAMTA1	0
chr1	84658223	-	hg38	3	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	SSX2IP	TRUE	-	FALSE	-0	BCL10	607551
chr1	86928072	-	hg38	1141	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	HS2ST1	TRUE	+	FALSE	0	CYR61	1344104
chr1	96807244	-	hg38	73	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	PTBP2	TRUE	+	FALSE	-0	ALG14	-1734292
chr1	101148032	+	hg38	3	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	LOC102606465	FALSE	+	FALSE	60652	COL11A1	1728433
chr1	107879390	+	hg38	35	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	VAV3	TRUE	-	FALSE	0	VAV3	0
chr1	113833126	+	hg38	15	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	AP4B1-AS1,PTPN22	TRUE	+,-	TRUE	-0	TRIM33	559649
chr1	113954098	+	hg38	5	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	HIPK1	TRUE	+	FALSE	-0	TRIM33	438677
chr1	150370964	+	hg38	24	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	RPRD2	TRUE	+	FALSE	0	APH1A	-101754
chr1	150829299	+	hg38	23	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	ARNT	TRUE	-	FALSE	-0	ARNT	-0
chr1	151065553	+	hg38	36	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	MLLT11	TRUE	+	FALSE	-0	MLLT11	-0
chr1	151235706	+	hg38	46	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	PIP5K1A	TRUE	+	FALSE	-0	RFX5	104932
chr1	151432540	+	hg38	1	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	POGZ	TRUE	-	FALSE	0	RFX5	-85246
chr1	155467818	+	hg38	1	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	ASH1L	TRUE	-	FALSE	0	THBS3	-259836
chr1	155520483	+	hg38	25	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	ASH1L	TRUE	-	FALSE	0	THBS3	-312501
chr1	156273312	+	hg38	7	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	SMG5	TRUE	-	FALSE	0	RHBG	-95875
chr1	156776850	+	hg38	315	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	PRCC	TRUE	+	FALSE	0	PRCC	0
chr1	1572943	+	hg38	5	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	SSU72	TRUE	-	FALSE	0	MIB2	-42470
chr1	16297547	+	hg38	1	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	FBXO42	TRUE	-	FALSE	-0	EPHA2	-141437
chr1	1644225	+	hg38	1	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	CDK11B	TRUE	-	FALSE	-0	CDK11B	-0
chr1	169248089	+	hg38	40	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	NME7	TRUE	-	FALSE	-0	SELE	474549
chr1	1711362	+	hg38	9	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	CDK11A	TRUE	-	FALSE	-0	CDK11A	-0
chr1	1716434	+	hg38	82	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	CDK11A	TRUE	-	TRUE	0	CDK11A	0
chr1	175986729	+	hg38	6	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	COP1	TRUE	-	FALSE	-0	TNR	-243112
chr1	179354478	+	hg38	69	C3_Bottom	xxx	GTSP5390	T-CELLS	1	1	0.1400560224089636	SOAT1	TRUE	+	TRUE	-0	ABL2	-124793
